code,market,name,sector
085620,KOSPI,미래에셋생명,보험업
049950,KOSDAQ,미래컴퍼니,기계제조
213090,KOSDAQ,미래테크놀로지,IT
207760,KOSDAQ,미스터블루,IT
002840,KOSPI,미원상사,화학
268280,KOSPI,미원에스씨,화학
107590,KOSPI,미원홀딩스,금융
134380,KOSPI,미원화학,화학
003650,KOSPI,미창석유,석유 정제품 제조업
059090,KOSDAQ,미코,반도체
201490,KOSDAQ,미투온,IT
950190,KOSDAQ,미투젠,IT
214180,KOSDAQ,민앤지,IT
155900,KOSPI,바다로19호,운송장비 임대업
018700,KOSDAQ,바른손,영상배급
035620,KOSDAQ,바른손이앤에이,영상배급
064520,KOSDAQ,바른전자,반도체
301300,KOSDAQ,바이브컴퍼니,IT
208710,KOSDAQ,바이오로그디바이스,전자
038460,KOSDAQ,바이오스마트,전자
032980,KOSDAQ,바이온,음식도매
003610,KOSPI,방림,직물직조 및 직물제품 제조업
267790,KOSDAQ,배럴,의류
001340,KOSPI,백광산업,화학
046310,KOSDAQ,백금T&A,통신방송
035150,KOSPI,백산,화학
036620,KOSDAQ,버추얼텍,도매업
066410,KOSDAQ,버킷스튜디오,영상배급
002410,KOSPI,범양건영,건설주
206400,KOSDAQ,베노홀딩스,IT
019010,KOSDAQ,베뉴지,소매업
177350,KOSDAQ,베셀,기계제조
299910,KOSDAQ,베스파,IT
096300,KOSPI,베트남개발1,신탁투자업
007210,KOSPI,벽산,기타 비철강 광물제품 제조업
225530,KOSDAQ,보광산업,기타 비철강 광물제품 제조업
250000,KOSDAQ,보라티알,음식도매
002760,KOSPI,보락,화학
006910,KOSDAQ,보성파워텍,"구조용 철강제품, 탱크 및 증기발생기 제조업"
000890,KOSPI,보해양조,주류
226340,KOSDAQ,본느,화학
001270,KOSPI,부국증권,금융
026940,KOSPI,부국철강,철강
015350,KOSPI,부산가스,연료용 가스 제조 및 배관공급업
011390,KOSPI,부산산업,"시멘트, 석회, 플라스터 및 그 제품 제조업"
005030,KOSPI,부산주공,자동차
008470,KOSDAQ,부스타,"구조용 철강제품, 탱크 및 증기발생기 제조업"
337930,KOSDAQ,브랜드엑스코퍼레이션,IT
066980,KOSDAQ,브레인콘텐츠,IT
064480,KOSDAQ,브리지텍,IT
251630,KOSDAQ,브이원텍,기계제조
018290,KOSDAQ,브이티지엠피,컴퓨터 및 주변장치 제조업
263920,KOSDAQ,블러썸엠앤씨,그외 기타 제품 제조업
033560,KOSDAQ,블루콤,영상음향
126340,KOSDAQ,비나텍,일차전지 및 축전지 제조업
121800,KOSDAQ,비덴트,통신방송
148140,KOSDAQ,비디아이,기계
082800,KOSDAQ,비보존 헬스케어,반도체
318410,KOSDAQ,비비씨,그외 기타 제품 제조업
002070,KOSPI,비비안,의류
100220,KOSPI,비상교육,"서적, 잡지 및 기타 인쇄물 출판업"
141000,KOSDAQ,비아트론,기계제조
090460,KOSDAQ,비에이치,전자
083650,KOSDAQ,비에이치아이,기계
086670,KOSDAQ,비엠티,기계
138580,KOSDAQ,비즈니스온,IT
082920,KOSDAQ,비츠로셀,일차전지 및 축전지 제조업
054220,KOSDAQ,비츠로시스,전동기계
030790,KOSPI,비케이탑스,IT
032850,KOSDAQ,비트컴퓨터,IT
238200,KOSDAQ,비피도,식품제조
093190,KOSDAQ,빅솔론,컴퓨터 및 주변장치 제조업
065450,KOSDAQ,"빅텍  측정,","시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
352820,KOSPI,빅히트,엔터테인먼트
005180,KOSPI,빙그레,낙농제품 및 식용빙과류 제조업
072950,KOSDAQ,빛샘전자,전자
143240,KOSDAQ,사람인에이치알,IT
003960,KOSPI,사조대림,수산물 가공 및 저장 처리업
008040,KOSPI,사조동아원,"곡물가공품, 전분 및 전분제품 제조업"
007160,KOSPI,사조산업,어로 어업
014710,KOSPI,사조씨푸드,수산물 가공 및 저장 처리업
006090,KOSPI,사조오양,수산물 가공 및 저장 처리업
100090,KOSDAQ,삼강엠앤티,철강
122350,KOSDAQ,삼기,자동차
014970,KOSDAQ,삼륭물산,"골판지, 종이 상자 및 종이용기 제조업"
018310,KOSDAQ,삼목에스폼,"구조용 철강제품, 탱크 및 증기발생기 제조업"
053700,KOSDAQ,삼보모터스,자동차
009620,KOSDAQ,삼보산업,철강
023600,KOSDAQ,삼보판지,"펄프, 종이 및 판지 제조업"
111870,KOSDAQ,삼본전자,영상음향
001470,KOSPI,삼부토건,토목 건설업
006400,KOSPI,삼성SDI,일차전지 및 축전지 제조업
006660,KOSPI,삼성공조,자동차
028260,KOSPI,삼성물산,도매업
032830,KOSPI,삼성생명,보험업
018260,KOSPI,삼성에스디에스,IT
028050,KOSPI,삼성엔지니어링,"건축기술, 엔지니어링 및 관련 기술 서비스업"
009150,KOSPI,삼성전기,전자
005930,KOSPI,삼성전자,통신방송
010140,KOSPI,삼성중공업,선박 및 보트 건조업
016360,KOSPI,삼성증권,금융
068290,KOSPI,삼성출판사,"서적, 잡지 및 기타 인쇄물 출판업"
029780,KOSPI,삼성카드,금융
000810,KOSPI,삼성화재,보험업
006110,KOSPI,삼아알미늄,철강
145990,KOSPI,삼양사,식품제조
003230,KOSPI,삼양식품,식품제조
225190,KOSDAQ,삼양옵틱스,사진장비 및 광학기기 제조업
002170,KOSPI,삼양통상,"가죽, 가방 및 유사제품 제조업"
272550,KOSPI,삼양패키징,화학
000070,KOSPI,삼양홀딩스,금융
002810,KOSPI,삼영무역,도매업
054540,KOSDAQ,삼영엠텍,"구조용 철강제품, 탱크 및 증기발생기 제조업"
065570,KOSDAQ,삼영이엔씨,통신방송
005680,KOSPI,삼영전자,전자
003720,KOSPI,삼영화학,화학
023000,KOSPI,삼원강재,자동차
004380,KOSPI,삼익THK,기계
002450,KOSPI,삼익악기,악기 제조업
032280,KOSDAQ,삼일,화물운송
002290,KOSDAQ,삼일기업공사,건설주
004440,KOSPI,삼일씨엔에스,"시멘트, 석회, 플라스터 및 그 제품 제조업"
009770,KOSPI,삼정펄프,"펄프, 종이 및 판지 제조업"
037460,KOSDAQ,삼지전자,통신방송
032750,KOSDAQ,삼진,통신방송
054090,KOSDAQ,삼진엘앤디,그외 기타 제품 제조업
004690,KOSPI,삼천리,연료용 가스 제조 및 배관공급업
024950,KOSDAQ,삼천리자전거,생활용품 도매업
038500,KOSDAQ,삼표시멘트,기타 비철강 광물제품 제조업
017480,KOSDAQ,삼현철강,철강
010960,KOSPI,삼호개발,기반조성 및 시설물 축조관련 전문공사업
046390,KOSDAQ,삼화네트웍스,영상배급
004450,KOSPI,삼화왕관,기타 철강 가공제품 제조업
009470,KOSPI,삼화전기,전자
011230,KOSPI,삼화전자,영상음향
001820,KOSPI,삼화콘덴서,전자
000390,KOSPI,삼화페인트,화학
027580,KOSDAQ,상보,화학
038540,KOSDAQ,상상인,IT
101000,KOSDAQ,상상인인더스트리,기계제조
001290,KOSPI,상상인증권,금융
041650,KOSPI,상신브레이크,자동차
091580,KOSDAQ,상신이디피,일차전지 및 축전지 제조업
263810,KOSDAQ,상신전자,전자
089980,KOSDAQ,상아프론테크,화학
042940,KOSDAQ,상지카일룸,건설주
042600,KOSDAQ,새로닉스,전자
075180,KOSPI,새론오토모티브,자동차
263540,KOSDAQ,샘코,"항공기,우주선 및 부품 제조업"
007540,KOSPI,샘표,금융
248170,KOSPI,샘표식품,식품제조
294630,KOSDAQ,서남,기타 전기장비 제조업
006730,KOSDAQ,서부T&D,일반 및 생활 숙박시설 운영업
079650,KOSDAQ,서산,"시멘트, 석회, 플라스터 및 그 제품 제조업"
100660,KOSDAQ,서암기계공업,기계
007860,KOSPI,서연,금융
200880,KOSPI,서연이화,자동차
019770,KOSDAQ,서연탑메탈,기계제조
017390,KOSPI,서울가스,연료용 가스 제조 및 배관공급업
043710,KOSDAQ,서울리거,도매업
092190,KOSDAQ,서울바이오시스,반도체
046890,KOSDAQ,서울반도체,반도체
004410,KOSPI,서울식품,식품제조
063170,KOSDAQ,서울옥션,중개업
027040,KOSDAQ,서울전자통신,기계장비 및 관련 물품 도매업
021050,KOSPI,서원,철강 주조업
093920,KOSDAQ,서원인텍,통신방송
189860,KOSDAQ,서전기전,전동기계
178320,KOSDAQ,서진시스템,통신방송
122690,KOSDAQ,서진오토모티브,자동차
140070,KOSDAQ,서플러스글로벌,기계장비 및 관련 물품 도매업
011370,KOSDAQ,서한,건설주
065710,KOSDAQ,서호전기,전동기계
008490,KOSPI,서흥,화학
035890,KOSDAQ,서희건설,건설주
357550,KOSDAQ,석경에이티,화학
003100,KOSDAQ,선광,기타 운송관련 서비스업
123420,KOSDAQ,선데이토즈,IT
007610,KOSPI,선도전기,전동기계
171090,KOSDAQ,선익시스템,기계제조
136490,KOSPI,선진,동물용 사료 및 조제식품 제조업
002820,KOSPI,선창산업,나무제품 제조업
014620,KOSDAQ,성광벤드,철강
037350,KOSDAQ,성도이엔지,"건축기술, 엔지니어링 및 관련 기술 서비스업"
014910,KOSPI,성문전자,전자
003080,KOSPI,성보화학,"비료, 농약 및 살균, 살충제 제조업"
004980,KOSPI,성신양회,"시멘트, 석회, 플라스터 및 그 제품 제조업"
011300,KOSPI,성안,직물직조 및 직물제품 제조업
081580,KOSDAQ,성우전자,통신방송
045300,KOSDAQ,성우테크론,전자
015750,KOSDAQ,성우하이텍,자동차
000180,KOSPI,성창기업지주,회사 본부 및 경영 컨설팅 서비스업
080470,KOSDAQ,성창오토텍,자동차
043260,KOSDAQ,성호전자,전자
148150,KOSDAQ,세경하이테크,전자
002420,KOSPI,세기상사,영상배급
053060,KOSDAQ,세동,자동차
017510,KOSDAQ,세명전기,기타 철강 가공제품 제조업
214310,KOSDAQ,세미콘라이트,반도체
004360,KOSPI,세방,화물운송
004490,KOSPI,세방전지,일차전지 및 축전지 제조업
011560,KOSDAQ,세보엠이씨,건물설비 설치 공사업
001430,KOSPI,세아베스틸,철강
306200,KOSPI,세아제강,철강
003030,KOSPI,세아제강지주,금융
019440,KOSPI,세아특수강,철강
058650,KOSPI,세아홀딩스,철강
013000,KOSPI,세우글로벌,도매업
234100,KOSDAQ,세원,자동차
024830,KOSDAQ,세원물산,자동차
091090,KOSPI,세원셀론텍,"구조용 철강제품, 탱크 및 증기발생기 제조업"
021820,KOSPI,세원정공,자동차
067830,KOSPI,세이브존I&C,소매업
033530,KOSPI,세종공업,자동차
036630,KOSDAQ,세종텔레콤,전기통신
039310,KOSDAQ,세중,여행사 및 기타 여행보조 서비스업
075580,KOSPI,세진중공업,선박 및 보트 건조업
067770,KOSDAQ,세진티에스,전자
053450,KOSDAQ,세코닉스,사진장비 및 광학기기 제조업
234340,KOSDAQ,세틀뱅크,IT
027970,KOSPI,세하,"펄프, 종이 및 판지 제조업"
145210,KOSPI,세화아이엠씨,기계제조
252500,KOSDAQ,세화피앤씨,화학
347000,KOSDAQ,센코,전자
308170,KOSPI,센트랄모텍,자동차
012600,KOSPI,센트럴인사이트,기계
108860,KOSDAQ,셀바스AI,IT
091990,KOSDAQ,셀트리온헬스케어,도매업
290690,KOSDAQ,소룩스,조명장치
053110,KOSDAQ,소리바다,IT
032680,KOSDAQ,소프트센,기계장비 및 관련 물품 도매업
258790,KOSDAQ,소프트캠프,IT
066910,KOSDAQ,손오공,도매업
336370,KOSPI,솔루스첨단소재,전자
154040,KOSDAQ,솔루에타,전자
035610,KOSDAQ,솔본,회사 본부 및 경영 컨설팅 서비스업
357780,KOSDAQ,솔브레인,화학
036830,KOSDAQ,솔브레인홀딩스,화학
304100,KOSDAQ,솔트룩스,IT
004430,KOSPI,송원산업,화학
086980,KOSDAQ,쇼박스,영상배급
050960,KOSDAQ,수산아이앤티,IT
017550,KOSPI,수산중공업,기계제조
084180,KOSDAQ,수성,기계
058530,KOSDAQ,슈펙스비앤피,생활용품 도매업
236200,KOSDAQ,슈프리마,통신방송
317770,KOSDAQ,슈프리마아이디,전자
094840,KOSDAQ,슈프리마에이치큐,통신방송
192440,KOSDAQ,슈피겐코리아,그외 기타 제품 제조업
099440,KOSDAQ,스맥,기계제조
053210,KOSPI,스카이라이프,방송업
033790,KOSDAQ,스카이문스테크놀로지,통신방송
131100,KOSDAQ,스카이이앤엠,도매업
159910,KOSDAQ,스킨앤스킨,화학
158310,KOSDAQ,스타모빌리티,기계제조
115570,KOSDAQ,스타플렉스,화학
253450,KOSDAQ,스튜디오드래곤,영상배급
204630,KOSDAQ,스튜디오산타클로스,창작 및 예술관련 서비스업
013810,KOSDAQ,스페코,기계제조
049830,KOSDAQ,승일,기타 철강 가공제품 제조업
020710,KOSDAQ,시공테크,전문디자인업
033170,KOSDAQ,시그네틱스,반도체
025320,KOSDAQ,시노펙스,전자
134790,KOSPI,시디즈,가구 제조업
269620,KOSDAQ,시스웍  측정,", 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
131090,KOSDAQ,시큐브,IT
016590,KOSPI,신대양제지,"골판지, 종이 상자 및 종이용기 제조업"
290520,KOSDAQ,신도기연,기계제조
029530,KOSPI,신도리코,컴퓨터 및 주변장치 제조업
004970,KOSPI,신라교역,어로 어업
001000,KOSDAQ,신라섬유,가전제품 및 정보통신장비 소매업
025870,KOSDAQ,신라에스지,음식도매
065350,KOSDAQ,신성델타테크,가정용 기기 제조업
011930,KOSPI,신성이엔지,반도체
005390,KOSPI,신성통상,도매업
004170,KOSPI,신세계,소매업
035510,KOSPI,신세계 I&C,IT
034300,KOSPI,신세계건설,건설주
031430,KOSPI,신세계인터내셔날,"섬유, 의복, 신발 및 가죽제품 소매업"
031440,KOSPI,신세계푸드,음식점업
006880,KOSPI,신송홀딩스,산업용 농·축산물 및 동·식물 도매업
005800,KOSPI,신영와코루,의류
001720,KOSPI,신영증권,금융
009270,KOSPI,신원,의류
017000,KOSDAQ,신원종합개발,건설주
002700,KOSPI,신일전자,기계장비 및 관련 물품 도매업
138070,KOSDAQ,신진에스엠,기타 철강 가공제품 제조업
226330,KOSDAQ,신테카바이오,IT
002870,KOSPI,신풍제지,"펄프, 종이 및 판지 제조업"
293940,KOSPI,신한알파리츠,부동산
055550,KOSPI,신한지주,금융
001770,KOSPI,신화실업,철강
056700,KOSDAQ,신화인터텍,화학
187270,KOSDAQ,신화콘텍,전동기계
004080,KOSPI,신흥,기계장비 및 관련 물품 도매업
243840,KOSDAQ,신흥에스이씨,일차전지 및 축전지 제조업
108320,KOSDAQ,실리콘웍스,반도체
222800,KOSDAQ,심텍,전자
036710,KOSDAQ,심텍홀딩스,통신방송
160980,KOSDAQ,싸이맥스,기계제조
102280,KOSPI,쌍방울,의류
003410,KOSPI,쌍용양회,"시멘트, 석회, 플라스터 및 그 제품 제조업"
010280,KOSDAQ,쌍용정보통신,IT
003620,KOSPI,쌍용차,자동차용 엔진 및 자동차 제조업
004770,KOSPI,써니전자,반도체
208640,KOSDAQ,썸에이지,IT
222420,KOSDAQ,쎄노텍,기타 비철강 광물제품 제조업
037760,KOSDAQ,쎄니트,철강
136510,KOSDAQ,쎄미시스코,기계제조
099320,KOSDAQ,쎄트렉아이,"항공기,우주선 및 부품 제조업"
015540,KOSPI,쎌마테라퓨틱스,기타 사업지원 서비스업
050890,KOSDAQ,쏠리드,통신방송
066790,KOSDAQ,씨씨에스,방송업
222080,KOSDAQ,씨아이에스,기계제조
004920,KOSPI,씨아이테크,그외 기타 제품 제조업
264660,KOSDAQ,씨앤지하이테크,기계제조
297090,KOSDAQ,씨에스베어링,기계
112610,KOSPI,씨에스윈드,"구조용 철강제품, 탱크 및 증기발생기 제조업"
115530,KOSDAQ,씨엔플러스,전자
225330,KOSDAQ,씨엠에스에듀,일반 교습 학원
101240,KOSDAQ,씨큐브,화학
260930,KOSDAQ,씨티케이코스메틱스,화학
013990,KOSDAQ,아가방컴퍼니,생활용품 도매업
123860,KOSDAQ,아나패스,반도체
025980,KOSDAQ,아난티,일반 및 생활 숙박시설 운영업
008700,KOSPI,아남전자,영상음향
050320,KOSDAQ,아래스,기계장비 및 관련 물품 도매업
058220,KOSDAQ,아리온,통신방송
125210,KOSDAQ,아모그린텍,전자
002790,KOSPI,아모레G,화학
090430,KOSPI,아모레퍼시픽,화학
052710,KOSDAQ,아모텍,전자
074430,KOSDAQ,아미노로직스,도매업
092040,KOSDAQ,아미코젠,식품제조
083930,KOSDAQ,아바코,기계제조
149950,KOSDAQ,아바텍,전자
036010,KOSDAQ,아비코전자,전자
002030,KOSPI,아세아,회사 본부 및 경영 컨설팅 서비스업
183190,KOSPI,아세아시멘트,"시멘트, 석회, 플라스터 및 그 제품 제조업"
002310,KOSPI,아세아제지,"골판지, 종이 상자 및 종이용기 제조업"
050860,KOSDAQ,아세아텍,기계제조
067390,KOSDAQ,아스트,"항공기,우주선 및 부품 제조업"
127710,KOSDAQ,아시아경제,IT
267850,KOSPI,아시아나IDT,IT
020560,KOSPI,아시아나항공,항공 여객 운송업
154030,KOSDAQ,아시아종묘,작물 재배업
227610,KOSDAQ,아우딘퓨쳐스,화학
143160,KOSDAQ,아이디스,통신방송
054800,KOSDAQ,아이디스홀딩스,기타 전문 서비스업
332370,KOSDAQ,아이디피,컴퓨터 및 주변장치 제조업
122900,KOSPI,아이마켓코리아,도매업
339950,KOSDAQ,아이비김영,일반 교습 학원
289010,KOSDAQ,아이스크림에듀,"서적, 잡지 및 기타 인쇄물 출판업"
214430,KOSDAQ,아이쓰리시스템,전자
040910,KOSDAQ,아이씨디,기계제조
068940,KOSDAQ,아이씨케이,전자
052860,KOSDAQ,아이앤씨,반도체
010780,KOSPI,아이에스동서,"내화, 비내화 요업제품 제조업"
069920,KOSDAQ,아이에스이커머스,무점포 소매업
038880,KOSDAQ,아이에이,전자
123010,KOSDAQ,아이에이네트웍스,전자
307180,KOSDAQ,아이엘사이언스,조명장치
101390,KOSDAQ,아이엠,전자
090740,KOSDAQ,아이엠이연이,전자
226350,KOSDAQ,아이엠텍,전자
078860,KOSDAQ,아이오케이,영상배급
114810,KOSDAQ,아이원스,기계제조
031310,KOSDAQ,아이즈비전,전기통신
059100,KOSDAQ,아이컴포넌트,전자
052460,KOSDAQ,아이크래프트,IT
119830,KOSDAQ,아이텍,"그외 기타 전문, 과학 및 기술 서비스업"
052770,KOSDAQ,아이톡시,IT
124500,KOSDAQ,아이티센,IT
084850,KOSDAQ,아이티엠반도체,전자
033660,KOSPI,아주캐피탈,금융
032080,KOSDAQ,아즈텍WB,"섬유제품 염색, 정리 및 마무리 가공업"
013310,KOSDAQ,아진산업,자동차
059120,KOSDAQ,아진엑스텍,반도체
158430,KOSDAQ,아톤,IT
067160,KOSDAQ,아프리카TV,IT
053800,KOSDAQ,안랩,IT
297570,KOSDAQ,알로이스,통신방송
001780,KOSPI,알루코,철강
131370,KOSDAQ,알서포트,IT
140670,KOSDAQ,알에스오토메이션,전자
096610,KOSDAQ,알에프세미,반도체
061040,KOSDAQ,알에프텍,통신방송
148250,KOSDAQ,알엔투테크놀로지,전자
347860,KOSDAQ,알체라,IT
123750,KOSDAQ,알톤스포츠,운송
085810,KOSDAQ,알티캐스트,IT
117670,KOSDAQ,알파홀딩스,반도체
018250,KOSPI,애경산업,화학
161000,KOSPI,애경유화,화학
310200,KOSDAQ,애니플러스,영상배급
205500,KOSDAQ,액션스퀘어,IT
052790,KOSDAQ,액토즈소프트,IT
131400,KOSDAQ,액트,전자
290740,KOSDAQ,액트로,전자
238090,KOSDAQ,앤디포스,화학
092600,KOSDAQ,앤씨앤,반도체
129890,KOSDAQ,앱코,컴퓨터 및 주변장치 제조업
255440,KOSDAQ,야스,기계제조
030960,KOSDAQ,양지사,인쇄 및 인쇄관련 산업
102120,KOSDAQ,어보브반도체,반도체
238120,KOSDAQ,얼라인드,사진장비 및 광학기기 제조업
019990,KOSDAQ,에너토크,기계
011090,KOSPI,에넥스,가구 제조업
041440,KOSDAQ,에버다임,기계제조
038680,KOSDAQ,에스넷,IT
121890,KOSDAQ,에스디시스템,전자
097780,KOSDAQ,에스맥,통신방송
042110,KOSDAQ,에스씨디,가정용 기기 제조업
065420,KOSDAQ,에스아이리소스,석탄 광업
103230,KOSDAQ,에스앤더블류,기계
101490,KOSDAQ,에스앤에스텍,전자
095910,KOSDAQ,에스에너지,전동기계
275630,KOSDAQ,에스에스알,IT
031330,KOSDAQ,에스에이엠티,기계장비 및 관련 물품 도매업
060540,KOSDAQ,에스에이티  측,"정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
056190,KOSDAQ,에스에프에이,기계제조
080000,KOSDAQ,에스엔유,기계제조
005850,KOSPI,에스엘,자동차
041510,KOSDAQ,에스엠,엔터테인먼트
007820,KOSDAQ,에스엠코어,기계
109610,KOSDAQ,에스와이,"구조용 철강제품, 탱크 및 증기발생기 제조업"
012750,KOSPI,에스원,"경비, 경호 및 탐정업"
306040,KOSDAQ,에스제이그룹,"가죽, 가방 및 유사제품 제조업"
080440,KOSDAQ,에스제이케이,도매업
096630,KOSDAQ,에스코넥,통신방송
069510,KOSDAQ,에스텍,영상음향
234300,KOSDAQ,에스트래픽,IT
039440,KOSDAQ,에스티아이,기계제조
098660,KOSDAQ,에스티오,의류
052020,KOSDAQ,에스티큐브,기계장비 및 관련 물품 도매업
050760,KOSDAQ,에스폴리텍,화학
288620,KOSDAQ,에스퓨얼셀,전동기계
317830,KOSDAQ,에스피시스템스,기계제조
058610,KOSDAQ,에스피지,전동기계
043340,KOSDAQ,에쎈테크,기계
023960,KOSPI,에쓰씨엔지니어링,토목 건설업
298690,KOSPI,에어부산,항공 여객 운송업
054630,KOSDAQ,에이디칩스,그외 기타 제품 제조업
200710,KOSDAQ,에이디테크놀로지,반도체
096690,KOSDAQ,에이루트,컴퓨터 및 주변장치 제조업
140910,KOSPI,에이리츠,부동산
078520,KOSPI,에이블씨엔씨,화학
195990,KOSDAQ,에이비프로바이오,기계제조
003800,KOSDAQ,에이스침대,가구 제조업
088800,KOSDAQ,에이스테크,통신방송
241840,KOSDAQ,에이스토리,영상배급
138360,KOSDAQ,에이씨티,화학
039230,KOSDAQ,에이아이비트  측,"정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
312610,KOSDAQ,에이에프더블류,일차전지 및 축전지 제조업
015260,KOSPI,에이엔피,전자
072990,KOSDAQ,에이치시티,기타 과학기술 서비스업
176440,KOSDAQ,에이치엔티,전자
028300,KOSDAQ,에이치엘비,선박 및 보트 건조업
067630,KOSDAQ,에이치엘비생명과학,"건축기술, 엔지니어링 및 관련 기술 서비스업"
043220,KOSDAQ,에이치엘비파워,기계제조
239610,KOSDAQ,에이치엘사이언스,식품제조
044780,KOSDAQ,에이치케이,기계제조
071670,KOSDAQ,에이테크솔루션,기계제조
045660,KOSDAQ,에이텍,컴퓨터 및 주변장치 제조업
224110,KOSDAQ,에이텍티앤,통신방송
230980,KOSDAQ,에이트원,IT
089530,KOSDAQ,에이티세미콘,반도체
200470,KOSDAQ,에이팩트,"그외 기타 전문, 과학 및 기술 서비스업"
073070,KOSDAQ,에이팸,자동차
262260,KOSDAQ,에이프로,기타 전기장비 제조업
007460,KOSPI,에이프로젠 KIC,기타 철강 가공제품 제조업
244920,KOSPI,에이플러스에셋,보험 및 연금관련 서비스업
089970,KOSDAQ,에이피티씨,기계제조
230240,KOSDAQ,에치에프알,통신방송
064510,KOSDAQ,에코마이스터,기계제조
230360,KOSDAQ,에코마케팅,광고업
038870,KOSDAQ,에코바이오,사업시설 유지·관리 서비스업
128540,KOSDAQ,에코캡,자동차
247540,KOSDAQ,에코프로비엠,일차전지 및 축전지 제조업
038110,KOSDAQ,에코플라스틱,자동차
073540,KOSDAQ,에프알텍,통신방송
064850,KOSDAQ,에프앤가이드,IT
064090,KOSDAQ,에프앤리퍼블릭,도매업
036810,KOSDAQ,에프에스티,전자
173940,KOSDAQ,에프엔씨엔터,창작 및 예술관련 서비스업
083500,KOSDAQ,에프엔에스테크,기계제조
054940,KOSDAQ,엑사이엔씨,실내건축 및 건축마무리 공사업
205100,KOSDAQ,엑셈,IT
070300,KOSDAQ,엑스큐어,IT
092870,KOSDAQ,엑시콘,기계제조
317870,KOSDAQ,엔바이오니아,그외 기타 제품 제조업
067570,KOSDAQ,엔브이에이치코리아,자동차
101400,KOSDAQ,엔시트론,반도체
036570,KOSPI,엔씨소프트,IT
217820,KOSDAQ,엔에스,기계제조
138250,KOSPI,엔에스쇼핑,무점포 소매업
031860,KOSDAQ,엔에스엔,도매업
265740,KOSDAQ,엔에프씨,화학
208860,KOSDAQ,엔지스테크널러지,IT
085310,KOSPI,엔케이,"구조용 철강제품, 탱크 및 증기발생기 제조업"
009810,KOSPI,엔케이물산,도매업
069410,KOSDAQ,엔텔스,IT
227950,KOSDAQ,엔투텍,기계제조
198080,KOSDAQ,엔피디,전자
048830,KOSDAQ,엔피케이,화학
096870,KOSDAQ,엘디티,반도체
900140,KOSPI,엘브이엠씨홀딩스,자동차 판매업
061970,KOSDAQ,엘비세미콘,반도체
138690,KOSDAQ,엘아이에스,기계제조
066970,KOSDAQ,엘앤에프,일차전지 및 축전지 제조업
073110,KOSDAQ,엘엠에스,전자
083310,KOSDAQ,엘오티베큠,기계제조
297890,KOSDAQ,엘이티,기계제조
037950,KOSDAQ,엘컴텍,전자
170920,KOSDAQ,엘티씨,화학
058630,KOSDAQ,엠게임,IT
169330,KOSDAQ,엠브레인,시장조사 및 여론조사업
097520,KOSDAQ,엠씨넥스,영상음향
009780,KOSDAQ,엠에스씨,식품제조
123040,KOSDAQ,엠에스오토텍,자동차
323230,KOSDAQ,엠에프엠코리아,편조의복 제조업
032790,KOSDAQ,엠젠플러스,기계장비 및 관련 물품 도매업
033160,KOSDAQ,엠케이전자,전자
347890,KOSDAQ,엠투아이  측정,", 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
033310,KOSDAQ,엠투엔,기타 철강 가공제품 제조업
259630,KOSDAQ,엠플러스,기계제조
115960,KOSDAQ,연우,화학
060850,KOSDAQ,영림원소프트랩,IT
014440,KOSPI,영보화학,화학
007530,KOSDAQ,영신철강,기타 철강 가공제품 제조업
143540,KOSDAQ,영우디에스피,기계제조
111770,KOSPI,영원무역,도매업
009970,KOSPI,영원무역홀딩스,금융
000670,KOSPI,영풍,철강
036560,KOSDAQ,영풍정밀,기계
006740,KOSPI,영풍제지,"골판지, 종이 상자 및 종이용기 제조업"
012280,KOSPI,영화철강,자동차
265560,KOSDAQ,영화테크,자동차
012160,KOSPI,영흥,철강
036000,KOSDAQ,예림당,"서적, 잡지 및 기타 인쇄물 출판업"
250930,KOSDAQ,예선테크,화학
053280,KOSDAQ,예스24,무점포 소매업
015360,KOSPI,예스코홀딩스,금융
122640,KOSDAQ,예스티,기계제조
045060,KOSDAQ,오공,화학
080520,KOSDAQ,오디텍,반도체
007310,KOSPI,오뚜기,식품제조
039830,KOSDAQ,오로라,전문디자인업
046120,KOSDAQ,오르비텍,기타 과학기술 서비스업
014940,KOSDAQ,오리엔탈정공,기계
065500,KOSDAQ,오리엔트정공,자동차
271560,KOSPI,오리온,식품제조
001800,KOSPI,오리온홀딩스,금융
010470,KOSDAQ,오리콤,광고업
053980,KOSDAQ,오상자이엘,IT
052420,KOSDAQ,오성첨단소재,화학
241790,KOSDAQ,오션브릿지,기계제조
031510,KOSDAQ,오스템,자동차
138080,KOSDAQ,오이솔루션,통신방송
080580,KOSDAQ,오킨스전자,전자
067170,KOSDAQ,오텍,자동차 재제조 부품 제조업
173130,KOSDAQ,오파스넷,IT
049480,KOSDAQ,오픈베이스,IT
309930,KOSDAQ,오하임아이엔티,기타 생활용품 소매업
057540,KOSDAQ,옴니시스템  측,"정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
082210,KOSDAQ,옵트론텍,사진장비 및 광학기기 제조업
